District,Crime,Timestamp,Latitude,Longitude
CENTRAL,356/379/411 IPC 1860,03-02-2019 22:20,28.64500046,77.24500275
CENTRAL,323/341/506 IPC 1860,04-02-2019 03:00,28.64376,77.23136
CENTRAL,283/290 IPC 1860,03-02-2019 21:00,28.69056,77.04182
CENTRAL,93/97 DELHI POLICE ACT 1978,03-02-2019 22:00,28.64500046,77.24500275
CENTRAL,93/97 DELHI POLICE ACT 1978,03-02-2019 22:00,28.64322,77.21753
DWARKA,"40(b) DELHI EXCISE ACT, 2009",03-02-2019 20:38,28.58995056,77.04006958
DWARKA,93/97 DELHI POLICE ACT 1978,03-02-2019 23:00,28.59022,77.07033
DWARKA,"40(b) DELHI EXCISE ACT, 2009",03-02-2019 20:24,28.58995056,77.04006958
DWARKA,"40(b) DELHI EXCISE ACT, 2009",03-02-2019 20:38,28.62538,76.96695
DWARKA,"40(b) DELHI EXCISE ACT, 2009",03-02-2019 20:24,28.58995056,77.04006958
EAST,"33 DELHI EXCISE ACT, 2010",03-02-2019 21:51,28.63999939,77.29000092
EAST,308 IPC 1860,04-02-2019 02:23,28.5936,77.32515
EAST,"33 DELHI EXCISE ACT, 2010",04-02-2019 00:15,28.60592,77.29947
EAST,"363/354/343/34 IPC 1860 8 THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT, 2012",03-02-2019 18:00,28.63999939,77.29000092
EAST,"33 DELHI EXCISE ACT, 2009",04-02-2019 01:00,28.61642,77.31696
EAST,398/34 IPC 1860,04-02-2019 07:19,28.61886,77.3155
EAST,279/337 IPC 1860,03-02-2019 17:40,28.63253,77.29885
EAST,188 IPC 1860,03-02-2019 23:36,28.63999939,77.29000092
EAST,"33 DELHI EXCISE ACT, 2009",04-02-2019 01:00,28.63999939,77.29000092
EAST,"40{a) DELHI EXCISE ACT, 2009",04-02-2019 02:54,28.60404015,77.37967682
EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 22:30,28.64469,77.34393
EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 22:30,28.74078,77.7689
NEW DELHI,"392/397/411 IPC 1860 25/27 ARMS ACT,1959",03-02-2019 23:59,29.09902,77.25640869
NEW DELHI,"392/397/411 IPC 1860 25/27 ARMS ACT, 1959",03-02-2019 23:58,28.63385,77.20026
NORTH,"25/54/59 ARMS ACT, 1959",04-02-2019 07:30,28.6763134,77.22497559
NORTH,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 00:05,28.6763134,77.22497559
NORTH EAST,392/34 IPC 1860,03-02-2019 19:00,28.69629,77.31181
NORTH EAST,"25/54/59 ARMS ACT, 1959",04-02-2019 00:30,28.7015,77.31707
NORTH EAST,"33 DELHI EXCISE ACT, 2010",04-02-2019 02:58,28.68843,77.29948
NORTH EAST,376/328/506 IPC 1860,03-02-2019 19:30,28.69484,77.34821
NORTH EAST,356/379/34 IPC 1860,03-02-2019 16:29,28.6935997,77.30729675
NORTH EAST,392/34 IPC 1860,03-02-2019 22:30,28.69118,77.28983
NORTH EAST,392/34 IPC 1860,03-02-2019 21:40,28.69223,77.30127
NORTH EAST,392/34 IPC 1860,03-02-2019 22:00,28.69247,77.28826
NORTH EAST,"33 DELHI EXCISE ACT, 2009",03-02-2019 23:46,27.94813919,80.777771
NORTH EAST,392/34 IPC 1860,03-02-2019 21:30,28.64894,77.28116
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 19:25,28.70535,77.31353
NORTH EAST,93/97 DELHI POLICE ACT 1978,03-02-2019 19:34,28.69077,77.27365
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 21:00,28.67276,77.27514
NORTH EAST,"41(1)(d) CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 23:36,28.71453,77.2646
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 19:10,28.70535,77.31353
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 21:00,28.68734,77.25825
NORTH EAST,"41(1)(d) CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 23:30,28.89774,78.45995
NORTH EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:50,28.71668,77.28583
NORTH WEST,354/506/509/34 IPC 1860,03-02-2019 21:50,28.69639969,77.12709808
NORTH WEST,354/506/509/34 IPC 1860,03-02-2019 21:50,28.69639969,77.12709808
NORTH WEST,365/302/201/34 IPC 1860,04-02-2019 03:23,28.89406,78.47023
NORTH WEST,354/506/509/34 IPC 1860,03-02-2019 21:58,28.6341095,77.21691132
NORTH WEST,"33/38 DELHI EXCISE ACT, 2009",03-02-2019 23:45,28.69128,77.18655
NORTH WEST,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",04-02-2019 01:30,28.69639969,77.12709808
NORTH WEST,365/302/201/34 IPC 1860,04-02-2019 03:23,28.5843792,78.57182312
NORTH WEST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 13:00,28.70754,77.17736
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:48,28.65228,77.2328
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:40,28.76764,77.18622
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:48,28.71967,77.17086
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:48,28.6763134,77.22497559
NORTH WEST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:48,28.71967,77.17086
OUTER DISTRICT,356/379/411/34 IPC 1860,04-02-2019 00:31,28.68956,77.09648
OUTER DISTRICT,279/337 IPC 1860,03-02-2019 20:46,28.6341095,77.21691132
OUTER DISTRICT,356/379/411/34 IPC 1860,04-02-2019 00:31,28.68956,77.09648
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 23:00,28.6341095,77.21691132
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 23:00,28.6341095,77.21691132
OUTER DISTRICT,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 00:09,28.69158,77.06605
OUTER NORTH,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SU BSTANCES ACT, 1985",03-02-2019 23:20,28.6763134,77.22497559
RAILWAY S,379/411 IPC 1860 147/179 INDIAN RAILWAY ACT 1989,03-02-2019 20:15,28.67126,77.25771
RAILWAY S,379/34 IPC 1860 147/179 INDIAN RAILWAY ACT 1989,03-02-2019 23:50,28.64500046,77.24500275
ROHINI,498A/406/34 IPC 1860,03-02-2019 17:55,25.67882538,85.61241913
ROHINI,323/451/354/509/506/427/34 IPC 1860,03-02-2019 22:33,28.70448,77.061
ROHINI,498A/406/34 IPC 1860,03-02-2019 19:09,28.61203,77.31411
ROHINI,323/451/354/509/506/427/34 IPC 1860,03-02-2019 22:33,28.70307,77.06517
ROHINI,498A/406/34 IPC 1860,03-02-2019 17:55,25.67882538,85.61241913
ROHINI,498A/406/34 IPC 1860,03-02-2019 19:09,28.61203,77.31411
ROHINI,498A/406/34 IPC 1860,03-02-2019 19:09,28.61203,77.31411
ROHINI,498A/406/34 IPC 1860,03-02-2019 17:55,25.67882538,85.61241913
ROHINI,25 ARMS ACT. 1959,03-02-2019 21:20,28.72583771,77.14941406
ROHINI,"41(1)(c) CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 19:20,28.70122,77.08452
SHAHDARA,363 IPC 1860,03-02-2019 21:30,28.72583771,77.14941406
SHAHDARA,392/397/411/34 IPC 1860,04-02-2019 01:51,28.68959045,77.27802277
SHAHDARA,"380/511 IPC 1860 25/27/54/59 ARMS ACT, 1959",03-02-2019 17:10,28.66753,77.31475
SHAHDARA,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 23:30,28.66692,77.2922
SHAHDARA,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 21:15,28.69293,77.1271
SHAHDARA,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 23:35,28.67066,77.28239
SHAHDARA,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 21:34,28.69122,77.33881
SHAHDARA,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",03-02-2019 20:40,28.68226,77.29477
SOUTH,"20 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1905",03-02-2019 20:00,28.55489922,77.19190216
SOUTH,379/34 IPC 1860,04-02-2019 01:15,28.52748,77.25051
SOUTH,279/337 IPC 1860,03-02-2019 23:56,28.62013,77.2365
SOUTH,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 01:23,28.68947,77.29397
SOUTH WEST,"354/509 IPC 1860 12 THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT, 2012",03-02-2019 20:45,28.57417,77.20318
SOUTH WEST,279/337/304A IPC 1860,03-02-2019 21:00,26.77906036,82.51654053
SOUTH WEST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 01:34,12.97711,77.57511
SOUTH- EAST,"429 IPC 1860 11(1 )(d)/11.1(L) THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",03-02-2019 20:52,28.60955048,77.13967133
SOUTH- EAST,"429 IPC 1860 11(1 )(d)/11.1(L) THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",03-02-2019 20:52,28.58917046,77.25417328
SOUTH- EAST,"25/54/59 ARMS ACT, 1959",03-02-2019 21:00,28.60955048,77.13967133
SOUTH- EAST,"429 IPC 1860 11(1)(d)/11 .1(L) THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",03-02-2019 20:52,28.65745,77.20764
SOUTH- EAST,"25/54/59 ARMS ACT, 1959",03-02-2019 22:00,28.60955048,77.13967133
SOUTH- EAST,285/337 IPC 1860,03-02-2019 18:10,28.6341095,77.21691132
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 19:30,28.60955048,77.13967133
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:20,28.60955048,77.13967133
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 19:30,28.60955048,77.13967133
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 18:40,28.60955048,77.13967133
SOUTH- EAST,"40(a) DELHI EXCISE ACT, 2009",03-02-2019 20:20,28.60955048,77.13967133
WEST,457/380 IPC 1860,03-02-2019 19:45,28.66184,77.14083
WEST,457/380 IPC 1860,03-02-2019 19:45,28.66125,77.13975
WEST,457/380 IPC 1860,03-02-2019 19:45,28.65639,77.136
CENTRAL,365/354/427/34 IPC 1860,04-02-2019 21:30,28.64872,77.17934
DWARKA,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 23:55,28.58995056,77.04006958
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.66080093,77.10079956
DWARKA,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 23:55,28.69257927,76.78562164
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.61693,77.08136
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.66080093,77.10079956
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.61622,77.08238
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.63448,77.08722
DWARKA,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 22:54,28.62721,77.07678
EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",05-02-2019 10:30,28.6228,77.2882
IGI AIRPORT,323/341 IPC 186O,05-02-2019 14:00,28.60955048,77.13967133
IGI AIRPORT,417/447 IPC 186O,04-02-2019 19:30,31.11047554,76.15476227
NEW DELHI,354(A)/323/34 IPC 1860,04-02-2019 22:56,28.57365,77.20267
NORTH,"41(1)(d) CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 22:43,28.6763134,77.22497559
NORTH,"41(1)(d) CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 22:43,28.68028,77.21938
NORTH,"41(1)(d) CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 22:43,28.68024,77.21963
NORTH EAST,323/341 IPC 1860,05-02-2019 02:32,28.70318,77.25692
NORTH EAST,203 IPC 1860,05-02-2019 18:03,28.71163,77.27176
NORTH EAST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",05-02-2019 04:15,28.6935997,77.30729675
NORTH EAST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",05-02-2019 04:15,28.6935997,77.30729675
NORTH EAST,207/337 IPC 186O,04-02-2019 21:54,28.60955048,77.13967133
NORTH EAST,"107/151 CODE OF CRIMINAL PROCEDURE, 1973",04-02-2019 20:00,28.6935997,77.30729675
NORTH EAST,"40(b) DELHI EXCISE ACT, 2009",04-02-2019 19:40,28.64778,77.28845
NORTH WEST,"27 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1905",05-02-2019 02:00,28.61806,77.11117
NORTH WEST,"27 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",05-02-2019 01:45,28.70046,77.13201
NORTH WEST,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT, 1985",05-02-2019 01:20,28.72411,77.16682
NORTH WEST,"27/61/85 NARCOTIC DRUGS AND PSYCHOTROPIC SU BSTANCES ACT, 1985",05-02-2019 01:11,28.64500046,77.24500275
NORTH WEST,"41(1)(c) CODE OF CRIMINAL PROCEDURE, 1973",05-02-2019 16:30,28.75929,77.18541
OUTER DISTRICT,323/341/506/34 IPC 1860,04-02-2019 19:25,28.69631,77.07207
OUTER DISTRICT,392/397/34 IPC 1860,04-02-2019 22:32,28.63286972,77.22097778
OUTER DISTRICT,323/341/506/34 IPC 1860,04-02-2019 19:25,28.69631,77.07207
OUTER DISTRICT,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",04-02-2019 22:53,28.70106,77.08285
OUTER DISTRICT,323/341/506/34 IPC 1860,04-02-2019 19:25,28.69631,77.07207
OUTER DISTRICT,323/341/506/34 IPC 1860,04-02-2019 19:25,28.69631,77.07207
OUTER DISTRICT,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",04-02-2019 22:53,28.70112,77.0802
OUTER DISTRICT,324/506/509 IPC 1860,04-02-2019 21:44,28.68591,77.07124
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 22:06,28.66392,77.0922
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 22:06,28.54651,77.25139
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 22:06,28.72465,77.08881
OUTER DISTRICT,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 22:06,28.6341095,77.21691132
OUTER NORTH,279/304A IPC 1860,04-02-2019 23:30,26.35503006,86.07315826
ROHINI,"342 IPC 1860 6/18 THE PROTECTION OF CHILDREN FROM SEXUAL OFFENCE ACT, 2012",05-02-2019 11:42,27.91445,79.24833
ROHINI,498A/304B/377/34 IPC 1860,04-02-2019 20:19,28.86338997,76.60475159
ROHINI,498A/304B/377/34 IPC 1860,04-02-2019 20:19,28.5994,76.97374
ROHINI,376 IPC 1860,05-02-2019 10:00,28.69081,77.12705
ROHINI,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 21:00,28.63693,77.04422
ROHINI,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 21:00,28.73536,77.11355
ROHINI,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 19:50,28.7214,77.09627
ROHINI,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 21:00,28.72595,77.09661
SHAHDARA,392/34 IPC 1860,04-02-2019 23:34,28.67815971,77.40860748
SHAHDARA,392/397/411/34 IPC 1860,04-02-2019 20:38,28.6935997,77.30729675
SHAHDARA,363 IPC 1860,04-02-2019 23:24,25.61264,85.15374
SHAHDARA,392/397/411/34 IPC 1860,04-02-2019 20:38,28.69481,77.28499
SHAHDARA,363 IPC 1860,04-02-2019 23:47,29.19657707,76.34156036
SHAHDARA,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 20:17,28.67919,77.32367
SHAHDARA,"40(a) DELHI EXCISE ACT, 2009",04-02-2019 20:17,28.67807,77.32207
SOUTH,332/461 DELHI MUNICIPAL CORPORATION ACT,05-02-2019 00:00,28.51144,77.18319
SOUTH,323/342 IPC 1860,04-02-2019 20:43,28.55489922,77.19190216
SOUTH,188 IPC 1860,05-02-2019 00:00,28.55489922,77.19190216
SOUTH,323/342 IPC 1860,04-02-2019 20:43,28.55489922,77.19190216
SOUTH,448/34 IPC 1860,04-02-2019 21:19,28.55489922,77.19190216
SOUTH WEST,354/323/341/509 IPC 1860,04-02-2019 22:30,28.60955048,77.13967133
SOUTH WEST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",04-02-2019 23:00,28.59143,77.08671
SOUTH WEST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",04-02-2019 23:00,28.58849,77.08553
SOUTH WEST,"279 IPC 1860 185 MOTOR VEHICLE ACT, 1954",05-02-2019 03:38,28.59989,76.98461
SOUTH WEST,"12/9/55 DELHI PUBLIC GAMBLING ACT, 1955",04-02-2019 23:00,28.60955048,77.13967133
SOUTH WEST,180 IPC 1860,05-02-2019 15:00,28.60955048,77.13967133
SOUTH WEST,"40 DELHI EXCISE ACT, 2009",04-02-2019 23:12,28.60955048,77.13967133
SOUTH- EAST,279/337 IPC 1860,04-02-2019 23:00,28.55489922,77.19190216
SOUTH- EAST,392/34/411 IPC 1860,05-02-2019 11:30,28.58485985,77.26355743
SOUTH- EAST,392/34/411 IPC 1860,05-02-2019 11:30,28.69968,77.10086
CENTRAL,379/411 IPC 186O,24-01-2019 22:46,28.64500046,77.24500275
CENTRAL,188 IPC 1860,24-01-2019 18:10,28.64500046,77.24500275
CENTRAL,283 IPC 1860,24-01-2019 18:00,28.65179,77.15147
CENTRAL,188 IPC 1860,24-01-2019 22:15,28.6372,77.1824
CENTRAL,356/379/411 IPC 1860,24-01-2019 23:25,28.64379,77.21486
DWARKA,283 IPC 1860,24-01-2019 20:45,28.62422,76.97002
DWARKA,188 IPC 1860,24-01-2019 16:30,28.6029,77.04904
DWARKA,188 IPC 1860,24-01-2019 17:35,28.60434,77.03442
EAST,308/323/354(B)/506/509/34 IPC 1860,24-01-2019 15:40,28.6169,77.3177
EAST,308/324/34 IPC 1860,24-01-2019 23:20,28.62554,77.30847
